,brand,country,product_line,segment,date,value,month,year,month_no,ytd,var_ytd,market_share_ytd
33,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,GIFT SETS,Jul 2016,0.00222005856,Jul,2016,7,0.010926170559999998,,0.03459533962182883
34,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,GIFT SETS,Jul 2017,0.0023588122199999996,Jul,2017,7,0.021131366219999996,0.9340139442231075,0.1616340290928766
35,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,GIFT SETS,Aug 2016,0.0024159460799999997,Aug,2016,8,0.013342116639999999,,0.040286705962087443
36,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,GIFT SETS,Aug 2017,0.0025669427099999993,Aug,2017,8,0.023698308929999995,0.7762030995106035,0.17724262124958032
37,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,GIFT SETS,Sep 2016,0.0018935793599999997,Sep,2016,9,0.015235695999999998,,0.044391597304795874
38,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,GIFT SETS,Sep 2017,0.0020119280699999994,Sep,2017,9,0.025710236999999993,0.6874999999999998,0.189
39,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,GIFT SETS,Oct 2016,0.0037327455199999996,Oct,2016,10,0.018968441519999997,,0.05306501453731751
40,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,GIFT SETS,Nov 2016,0.0034661208399999997,Nov,2016,11,0.022434562359999997,,0.06052198931360459
41,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,GIFT SETS,Dec 2016,0.006132367639999999,Dec,2016,12,0.028566929999999997,,0.07248878149810148
42,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Jan 2016,0.054742399859999985,Jan,2016,1,0.054742399859999985,,0.03768884460024556
43,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Jan 2017,0.08092467136999998,Jan,2017,1,0.08092467136999998,0.47828139754485366,0.03519084655846783
44,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Feb 2016,0.04609886304000001,Feb,2016,2,0.10084126289999999,,0.03768884460024557
45,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Feb 2017,0.06814709168,Feb,2017,2,0.14907176304999997,0.47828139754485344,0.03519084655846783
46,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Mar 2016,0.0432176841,Mar,2016,3,0.144058947,,0.03768884460024557
47,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Mar 2017,0.06388789844999998,Mar,2017,3,0.21295966149999995,0.47828139754485344,0.03519084655846783
48,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Apr 2016,0.0432176841,Apr,2016,4,0.18727663109999998,,0.03768884460024557
49,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Apr 2017,0.06388789844999998,Apr,2017,4,0.27684755994999993,0.47828139754485344,0.03519084655846783
50,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,May 2016,0.04898004198,May,2016,5,0.23625667307999998,,0.03768884460024557
51,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,May 2017,0.07240628491,May,2017,5,0.34925384485999994,0.47828139754485344,0.03519084655846783
52,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Jun 2016,0.05186122091999999,Jun,2016,6,0.288117894,,0.03768884460024557
53,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Jun 2017,0.07666547813999999,Jun,2017,6,0.4259193229999999,0.47828139754485344,0.03519084655846783
54,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Jul 2016,0.06738802753999999,Jul,2016,7,0.35550592154,,0.03986473891553779
55,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Jul 2017,0.10494401817999997,Jul,2017,7,0.5308633411799999,0.4932615999204093,0.036972360402210344
56,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Aug 2016,0.07333402997,Aug,2016,8,0.42883995151,,0.041621617410980055
57,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Aug 2017,0.11420378449000002,Aug,2017,8,0.6450671256699999,0.504214155884116,0.03836800202213228
58,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Sep 2016,0.05747802348999999,Sep,2016,9,0.48631797499999996,,0.04269982322870384
59,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Sep 2017,0.08951107432999998,Sep,2017,9,0.7345781999999998,0.5104895104895104,0.039206290431487004
60,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Oct 2016,0.04974454744,Oct,2016,10,0.53606252244,,0.043303071833773035
61,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Nov 2016,0.046191365479999996,Nov,2016,11,0.58225388792,,0.04378280201585995
62,ANOTHER DAY IN PARADISE,CHINA,WOMEN PERFUME,JUICES,Dec 2016,0.08172318507999998,Dec,2016,12,0.663977073,,0.04448677518729836
63,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Jan 2016,0.0020711368,Jan,2016,1,0.0020711368,,0.0038618836601205823
64,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Jan 2017,0.0040862293,Jan,2017,1,0.0040862293,0.9729403195385258,0.008536011582526364
65,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Feb 2016,0.0017441152,Feb,2016,2,0.003815252,,0.003861883660120581
66,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Feb 2017,0.003441035200000001,Feb,2017,2,0.007527264500000001,0.9729403195385262,0.008536011582526365
67,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Mar 2016,0.001635108,Mar,2016,3,0.00545036,,0.0038618836601205814
68,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Mar 2017,0.0032259705,Mar,2017,3,0.010753235000000002,0.9729403195385264,0.008536011582526365
69,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Apr 2016,0.001635108,Apr,2016,4,0.007085467999999999,,0.0038618836601205814
70,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Apr 2017,0.0032259705,Apr,2017,4,0.013979205500000001,0.9729403195385262,0.008536011582526365
71,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,May 2016,0.0018531224000000002,May,2016,5,0.0089385904,,0.003861883660120582
72,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,May 2017,0.0036560999000000015,May,2017,5,0.017635305400000002,0.9729403195385262,0.008536011582526364
73,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Jun 2016,0.0019621296,Jun,2016,6,0.01090072,,0.003861883660120582
74,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Jun 2017,0.0038711645999999996,Jun,2017,6,0.021506470000000003,0.9729403195385264,0.008536011582526364
75,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Jul 2016,0.0022309984000000002,Jul,2016,7,0.013131718399999999,,0.003969763272498984
76,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Jul 2017,0.0032891906,Jul,2017,7,0.024795660600000005,0.8882266467121323,0.008453190573611422
77,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Aug 2016,0.0024278512000000005,Aug,2016,8,0.0155595696,,0.004056147477293897
78,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Aug 2017,0.0035794133000000006,Aug,2017,8,0.028375073900000006,0.8236413107467964,0.008386078695460507
79,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Sep 2016,0.0019029104,Sep,2016,9,0.01746248,,0.004108846376969823
80,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Sep 2017,0.002805486099999999,Sep,2017,9,0.031180560000000003,0.7855745575657069,0.008344785172181486
81,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Oct 2016,0.0023537808,Oct,2016,10,0.0198162608,,0.004013065697273014
82,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Nov 2016,0.0021856536000000003,Nov,2016,11,0.0220019144,,0.003945286361353507
83,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,BATH & BODY,Dec 2016,0.0038669256000000013,Dec,2016,12,0.02586884,,0.0038569987481472455
84,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Jan 2016,0.017357128900000005,Jan,2016,1,0.017357128900000005,,0.0066998004667096
85,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Jan 2017,0.0073957709,Jan,2017,1,0.0073957709,-0.5739058606633959,0.002762988313877947
86,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Feb 2016,0.0146165296,Feb,2016,2,0.0319736585,,0.0066998004667095995
87,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Feb 2017,0.006228017600000001,Feb,2017,2,0.013623788500000001,-0.5739058606633958,0.0027629883138779467
88,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Mar 2016,0.013702996500000002,Mar,2016,3,0.045676655000000004,,0.006699800466709599
89,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Mar 2017,0.0058387664999999984,Mar,2017,3,0.019462555,-0.5739058606633958,0.0027629883138779467
90,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Apr 2016,0.013702996500000002,Apr,2016,4,0.059379651500000005,,0.0066998004667095995
91,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Apr 2017,0.0058387664999999984,Apr,2017,4,0.025301321499999998,-0.5739058606633958,0.0027629883138779467
92,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,May 2016,0.0155300627,May,2016,5,0.0749097142,,0.0066998004667095995
93,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,May 2017,0.0066172687,May,2017,5,0.0319185902,-0.5739058606633958,0.002762988313877947
94,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Jun 2016,0.0164435958,Jun,2016,6,0.09135331000000001,,0.006699800466709599
95,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Jun 2017,0.007006519799999998,Jun,2017,6,0.03892511,-0.5739058606633958,0.0027629883138779467
96,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Jul 2016,0.017699386799999998,Jul,2016,7,0.1090526968,,0.007361932356592828
97,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Jul 2017,0.004305763400000001,Jul,2017,7,0.0432308734,-0.603578135446899,0.002798560090922644
98,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Aug 2016,0.0192610974,Aug,2016,8,0.1283137942,,0.007972373840512996
99,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Aug 2017,0.0046856837,Aug,2017,8,0.0479165571,-0.6265673741568777,0.0028307781518555736
100,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Sep 2016,0.015096535799999998,Sep,2016,9,0.14341033,,0.008386853800841903
101,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Sep 2017,0.0036725628999999993,Sep,2017,9,0.05158912,-0.6402691493702022,0.002852345615423487
102,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Oct 2016,0.013820886799999998,Oct,2016,10,0.1572312168,,0.006104009844111741
103,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Nov 2016,0.0128336806,Nov,2016,11,0.1700648974,,0.0050315927926506
104,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,GIFT SETS,Dec 2016,0.022705742600000006,Dec,2016,12,0.19277064,,0.0040139360690724735
105,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Jan 2016,0.11651930689999998,Jan,2016,1,0.11651930689999998,,0.005641452231395903
106,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Jan 2017,0.17159011340000008,Jan,2017,1,0.17159011340000008,0.47263245864707515,0.008876958468674619
107,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Feb 2016,0.0981215216,Feb,2016,2,0.2146408285,,0.005641452231395904
108,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Feb 2017,0.14449693760000007,Feb,2017,2,0.3160870510000001,0.4726324586470749,0.008876958468674617
109,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Mar 2016,0.09198892649999997,Mar,2016,3,0.30662975499999995,,0.005641452231395903
110,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Mar 2017,0.135465879,Mar,2017,3,0.45155293000000013,0.4726324586470749,0.008876958468674616
111,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Apr 2016,0.09198892649999997,Apr,2016,4,0.3986186814999999,,0.005641452231395903
112,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Apr 2017,0.135465879,Apr,2017,4,0.5870188090000001,0.4726324586470749,0.008876958468674616
113,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,May 2016,0.1042541167,May,2016,5,0.5028727981999999,,0.005641452231395903
114,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,May 2017,0.15352799620000002,May,2017,5,0.7405468052000002,0.4726324586470749,0.008876958468674616
115,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Jun 2016,0.11038671180000004,Jun,2016,6,0.6132595099999999,,0.005641452231395903
116,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Jun 2017,0.16255905480000005,Jun,2017,6,0.9031058600000001,0.4726324586470747,0.008876958468674616
117,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Jul 2016,0.11685243080000006,Jul,2016,7,0.7301119408,,0.00573878385093348
118,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Jul 2017,0.13810161480000002,Jul,2017,7,1.0412074748000002,0.42609292714638514,0.00873026025075525
119,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Aug 2016,0.12716293940000004,Aug,2016,8,0.8572748802,,0.0058169110870501806
120,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Aug 2017,0.1502870514,Aug,2017,8,1.1914945262000003,0.38986287096389405,0.008612857751980629
121,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Sep 2016,0.0996682498,Sep,2016,9,0.95694313,,0.005864655736923359
122,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Sep 2017,0.11779255379999996,Sep,2017,9,1.3092870800000003,0.36819737657764495,0.008541264679808706
123,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Oct 2016,0.0882484064,Oct,2016,10,1.0451915364,,0.005465712023371971
124,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Nov 2016,0.08194494879999996,Nov,2016,11,1.1271364851999999,,0.005187514436653044
125,ANOTHER DAY IN PARADISE,FRANCE,WOMEN PERFUME,JUICES,Dec 2016,0.14497952480000004,Dec,2016,12,1.27211601,,0.0048301426839342815
126,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Jan 2016,0.000142025,Jan,2016,1,0.000142025,,0.0008342824994161694
127,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Jan 2017,4.14086e-05,Jan,2017,1,4.14086e-05,-0.7084414715719063,0.0002654747935800706
128,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Feb 2016,0.00011960000000000001,Feb,2016,2,0.00026162500000000003,,0.0008342824994161697
129,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Feb 2017,3.4870400000000004e-05,Feb,2017,2,7.6279e-05,-0.7084414715719063,0.0002654747935800706
130,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Mar 2016,0.000112125,Mar,2016,3,0.00037375000000000006,,0.0008342824994161698
131,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Mar 2017,3.2690999999999996e-05,Mar,2017,3,0.00010897000000000001,-0.7084414715719064,0.0002654747935800706
132,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Apr 2016,0.000112125,Apr,2016,4,0.0004858750000000001,,0.0008342824994161699
133,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Apr 2017,3.2690999999999996e-05,Apr,2017,4,0.000141661,-0.7084414715719064,0.0002654747935800706
134,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,May 2016,0.000127075,May,2016,5,0.0006129500000000001,,0.0008342824994161698
135,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,May 2017,3.7049800000000006e-05,May,2017,5,0.0001787108,-0.7084414715719064,0.00026547479358007055
136,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Jun 2016,0.00013455000000000002,Jun,2016,6,0.0007475000000000001,,0.0008342824994161698
137,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Jun 2017,3.92292e-05,Jun,2017,6,0.00021794000000000002,-0.7084414715719064,0.0002654747935800706
138,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Jul 2016,6.73778e-05,Jul,2016,7,0.0008148778000000001,,0.0007649170960660331
139,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Jul 2017,0.0,Jul,2017,7,0.00021794000000000002,-0.7325488557916291,0.00022308655886005673
140,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Aug 2016,7.33229e-05,Aug,2016,8,0.0008882007000000001,,0.00071079240228534
141,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Aug 2017,0.0,Aug,2017,8,0.00021794000000000002,-0.7546275295662344,0.00019006179814890571
142,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Sep 2016,5.746929999999999e-05,Sep,2016,9,0.0009456700000000001,,0.0006783734428766047
143,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Sep 2017,0.0,Sep,2017,9,0.00021794000000000002,-0.7695390569649032,0.0001703020084275192
144,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Oct 2016,0.00022998360000000003,Oct,2016,10,0.0011756536000000002,,0.0007055802967205675
145,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Nov 2016,0.00021355620000000001,Nov,2016,11,0.0013892098000000002,,0.0007239327791813399
146,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,BATH & BODY,Dec 2016,0.00037783019999999997,Dec,2016,12,0.00176704,,0.0007467976524323832
147,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,GIFT SETS,Jan 2016,0.0017793443,Jan,2016,1,0.0017793443,,0.0038494924761890963
148,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,GIFT SETS,Jan 2017,0.0005964974,Jan,2017,1,0.0005964974,-0.664765610567893,0.0010502084478746676
149,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,GIFT SETS,Feb 2016,0.0014983951999999999,Feb,2016,2,0.0032777394999999997,,0.0038494924761890963
150,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,GIFT SETS,Feb 2017,0.0005023136,Feb,2017,2,0.0010988109999999999,-0.664765610567893,0.0010502084478746674
151,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,GIFT SETS,Mar 2016,0.0014047455,Mar,2016,3,0.004682485,,0.0038494924761890963
152,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,GIFT SETS,Mar 2017,0.00047091899999999993,Mar,2017,3,0.0015697299999999999,-0.664765610567893,0.0010502084478746672
153,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,GIFT SETS,Apr 2016,0.0014047455,Apr,2016,4,0.0060872305000000005,,0.0038494924761890968
154,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,GIFT SETS,Apr 2017,0.00047091899999999993,Apr,2017,4,0.002040649,-0.664765610567893,0.0010502084478746672
155,ANOTHER DAY IN PARADISE,ITALY,WOMEN PERFUME,GIFT SETS,May 2016,0.0015920449000000002,May,2016,5,0.007679275400000001,,0.003849492476189097
